	ensembl_gene_id	mgi_symbol	chromosome_name	start_position	end_position	strand	gene_biotype	baseMean	log2FoldChange	lfcSE	pvalue	padj	isTF
7570	ENSMUSG00000018900	Slc22a5	11	53755368	53782486	-1	protein_coding	128.7646	-0.06051176	0.120542	0.4575372	0.7404234	NA
7571	ENSMUSG00000033918	Parl	16	20098568	20121137	-1	protein_coding	381.4889	-0.05195218	0.09001762	0.457499	0.7404234	NA
7572	ENSMUSG00000085436	Zfp335os	2	164753274	164761878	1	lncRNA	35.35555	-0.05613479	0.1619088	0.458481	0.7415388	NA
7573	ENSMUSG00000066278	Vps37b	5	124142704	124170333	-1	protein_coding	38.19937	-0.0566733	0.1604859	0.4583661	0.7415388	NA
7574	ENSMUSG00000030605	Mfge8	7	78783516	78798808	-1	protein_coding	647.2097	0.05548844	0.09994012	0.4585152	0.7415388	NA
7575	ENSMUSG00000031834	Pik3r2	8	71220820	71229357	-1	protein_coding	296.622	0.05482689	0.09796055	0.4584694	0.7415388	NA
7576	ENSMUSG00000021759	Plpp1	13	112937326	113004428	1	protein_coding	453.516	0.05350594	0.09430697	0.4585291	0.7415388	NA
7577	ENSMUSG00000028962	Slc4a2	5	24628835	24645948	1	protein_coding	266.4914	0.05607892	0.1018375	0.4586635	0.7416584	NA
7578	ENSMUSG00000032220	Myo1e	9	70114632	70307048	1	protein_coding	177.1458	-0.0599245	0.1178092	0.4587748	0.7417405	NA
7579	ENSMUSG00000030729	Pgm2l1	7	99876601	99928075	1	protein_coding	526.3627	-0.05432515	0.09668287	0.4589148	0.7417919	NA
7580	ENSMUSG00000056820	Tsnax	8	125739736	125760931	1	protein_coding	1430.344	0.04037728	0.066409	0.4589883	0.7417919	NA
7581	ENSMUSG00000054309	Cpsf3	12	21335392	21365057	1	protein_coding	283.7023	0.05596654	0.1016049	0.4589758	0.7417919	NA
7582	ENSMUSG00000032952	Ap4b1	3	103716836	103729341	1	protein_coding	21.71378	0.05207662	0.1707397	0.4591149	0.7418987	NA
7583	ENSMUSG00000009293	Ube2g2	10	77458109	77481827	1	protein_coding	1299.899	0.04646513	0.07820237	0.4593684	0.7421438	NA
7584	ENSMUSG00000034708	Grn	11	102321141	102327874	1	protein_coding	278.6553	-0.05753535	0.107183	0.4593877	0.7421438	NA
7585	ENSMUSG00000056598	Drc3	11	60244155	60285167	1	protein_coding	38.2553	0.05620509	0.1612949	0.4596365	0.74235	NA
7586	ENSMUSG00000036501	Fam13b	18	34575404	34639884	-1	protein_coding	104.9547	0.06109083	0.1307709	0.4595943	0.74235	NA
7587	ENSMUSG00000058715	Fcer1g	1	171057141	171061934	-1	protein_coding	38.0495	0.05359371	0.1674594	0.4599425	0.7427312	NA
7588	ENSMUSG00000052373	Mpp3	11	101890478	101919287	-1	protein_coding	315.9158	0.05748745	0.1072993	0.4599938	0.7427312	NA
7589	ENSMUSG00000036860	Mrpl55	11	59093312	59096960	1	protein_coding	330.9126	-0.05404077	0.09639479	0.4604113	0.7433073	NA
7590	ENSMUSG00000052143	Gm9869	9	60728834	60745482	-1	lncRNA	52.36394	0.05882274	0.1520661	0.4607325	0.7436299	NA
7591	ENSMUSG00000021182	Ccdc88c	12	100877782	100995315	-1	protein_coding	936.1775	0.0477942	0.08129516	0.4606847	0.7436299	NA
7592	ENSMUSG00000067344	Rps25-ps1	6	145212126	145212503	1	processed_pseudogene	63.79003	0.05977854	0.1470812	0.4610705	0.7437835	NA
7593	ENSMUSG00000070003	Ssbp4	8	71050140	71061522	-1	protein_coding	142.076	-0.06071542	0.1271377	0.4610123	0.7437835	NA
7594	ENSMUSG00000042032	Mat2b	11	40570141	40586030	-1	protein_coding	917.6936	0.04472094	0.07499849	0.4609749	0.7437835	NA
7595	ENSMUSG00000040365	Trim41	11	48697231	48708180	-1	protein_coding	462.9358	-0.05139944	0.08964667	0.4609786	0.7437835	NA
7596	ENSMUSG00000037206	Islr	9	58063551	58111589	-1	protein_coding	177.5854	0.05939455	0.1166222	0.4611774	0.7438579	NA
7597	ENSMUSG00000027323	Rad51	2	118943274	118977926	1	protein_coding	25.65769	0.05137467	0.1715278	0.4612768	0.743862	NA
7598	ENSMUSG00000021939	Ctsb	14	63359911	63383372	1	protein_coding	3894.108	-0.03804453	0.06260793	0.4613736	0.743862	NA
7599	ENSMUSG00000020495	Smg8	11	86968558	86977600	-1	protein_coding	135.4108	0.06066562	0.127196	0.4613973	0.743862	NA
7600	ENSMUSG00000015869	Prpsap1	11	116361671	116385461	-1	protein_coding	105.5264	0.06086864	0.1332732	0.4614227	0.743862	NA
7601	ENSMUSG00000026811	St6galnac6	2	32489721	32510818	1	protein_coding	744.0211	0.04650428	0.07874769	0.4615316	0.7439116	NA
7602	ENSMUSG00000024678	Ms4a4d	19	11514165	11535831	1	protein_coding	50.56597	0.05943882	0.1485876	0.4615749	0.7439116	NA
7603	ENSMUSG00000031546	Gins4	8	23716632	23727675	-1	protein_coding	144.5876	0.06009952	0.1217046	0.4616474	0.7439306	NA
7604	ENSMUSG00000037239	Spred3	7	28858254	28869836	-1	protein_coding	25.50225	-0.05122042	0.1717016	0.4617419	0.7439849	NA
7605	ENSMUSG00000015501	Hivep2	10	13841819	14027118	1	protein_coding	1287.343	-0.05015365	0.08696523	0.462141	0.7444019	Yes
7606	ENSMUSG00000060181	Slc35e3	10	117569584	117582270	-1	protein_coding	63.36492	0.05975276	0.146275	0.4621829	0.7444019	NA
7607	ENSMUSG00000079036	Alkbh1	12	87472610	87490787	-1	protein_coding	77.84748	0.06038744	0.1413596	0.462102	0.7444019	NA
7608	ENSMUSG00000029833	Trim24	6	37847746	37943231	1	protein_coding	782.7922	-0.04824931	0.0826722	0.4623293	0.7445397	NA
7609	ENSMUSG00000111897	Gm19810	10	79724546	79724796	1	processed_pseudogene	25.11027	-0.05063096	0.1726194	0.4624029	0.7445604	NA
7610	ENSMUSG00000031392	Irak1	X	73057520	73067524	-1	protein_coding	699.5274	0.04555077	0.07703619	0.4627599	0.7447574	NA
7611	ENSMUSG00000028952	Zbtb48	4	152104231	152112128	-1	protein_coding	45.3094	0.05721111	0.1570058	0.4627684	0.7447574	Yes
7612	ENSMUSG00000057181	5730455P16Rik	11	80251318	80268860	-1	protein_coding	1063.722	0.04757659	0.08128322	0.4626791	0.7447574	NA
7613	ENSMUSG00000055447	Cd47	16	49620896	49735373	1	protein_coding	259.1201	0.05665016	0.1054763	0.4626412	0.7447574	NA
7614	ENSMUSG00000055675	Kbtbd11	8	15061025	15083333	1	protein_coding	22.26396	0.0516215	0.1706568	0.4629197	0.7449031	NA
7615	ENSMUSG00000043300	B3galnt1	3	69481491	69506293	-1	protein_coding	22.43776	0.0519383	0.1700203	0.4630037	0.7449245	NA
7616	ENSMUSG00000031584	Gsr	8	34142551	34188191	1	protein_coding	312.2596	0.05507489	0.1004061	0.4630546	0.7449245	NA
7617	ENSMUSG00000046324	Ermp1	19	29585614	29625815	-1	protein_coding	221.5498	-0.0577868	0.1101422	0.4631627	0.7450006	NA
7618	ENSMUSG00000053565	Eif3k	7	28670797	28681289	-1	protein_coding	720.4658	0.04946113	0.0856545	0.4633191	0.7450565	NA
7619	ENSMUSG00000053644	Aldh7a1	18	56642759	56706023	-1	protein_coding	354.8316	-0.05305874	0.0946419	0.4633057	0.7450565	NA
7620	ENSMUSG00000035944	Ttc38	15	85716507	85743023	1	protein_coding	92.39002	-0.06052716	0.1303211	0.4635089	0.7451661	NA
7621	ENSMUSG00000039414	Heatr5b	17	79060327	79142793	-1	protein_coding	142.7181	0.05983337	0.1215724	0.4634636	0.7451661	NA
7622	ENSMUSG00000028064	Sema4a	3	88343266	88368489	-1	protein_coding	31.33381	-0.05314658	0.1672634	0.46398	0.7455322	NA
7623	ENSMUSG00000032332	Col12a1	9	79506273	79626113	-1	protein_coding	66.13199	0.05765177	0.1549732	0.4638192	0.7455322	NA
7624	ENSMUSG00000050312	Nsun3	16	62552807	62607181	-1	protein_coding	149.4538	0.05954918	0.119957	0.4639561	0.7455322	NA
7625	ENSMUSG00000048410	Zfp407	18	84146152	84607850	-1	protein_coding	183.1405	0.06037376	0.1281214	0.4639019	0.7455322	Yes
7626	ENSMUSG00000032802	Srxn1	2	151947436	151953296	1	protein_coding	1069.456	-0.05997487	0.1426737	0.4640507	0.745548	NA
7627	ENSMUSG00000003134	Tbc1d8	1	39410573	39517836	-1	protein_coding	191.2102	-0.05941283	0.119285	0.4642387	0.7457523	NA
7628	ENSMUSG00000039725	Trp53rka	2	165332030	165335244	-1	protein_coding	129.0038	0.06005376	0.1248608	0.4644632	0.7458983	NA
7629	ENSMUSG00000042312	S100a13	3	90421742	90431888	1	protein_coding	112.0797	0.06015912	0.1268759	0.4648775	0.7458983	NA
7630	ENSMUSG00000028007	Snx7	3	117575296	117662585	-1	protein_coding	30.92189	0.05364069	0.1658982	0.4648773	0.7458983	NA
7631	ENSMUSG00000003038	Hmgn2	4	133692049	133695961	-1	protein_coding	258.5618	-0.0557506	0.1033198	0.4648398	0.7458983	NA
7632	ENSMUSG00000029454	Mapkapk5	5	121663101	121683968	-1	protein_coding	102.014	-0.06040275	0.1345193	0.4646635	0.7458983	NA
7633	ENSMUSG00000043090	Zfp866	8	70213976	70243828	-1	protein_coding	186.2341	0.05823967	0.1129974	0.4645638	0.7458983	Yes
7634	ENSMUSG00000059288	Cdyl	13	35843816	36058046	1	protein_coding	84.1886	0.06028589	0.1374646	0.4648217	0.7458983	NA
7635	ENSMUSG00000021671	Poc5	13	96524802	96554245	1	protein_coding	107.8592	0.06034537	0.130094	0.4647536	0.7458983	NA
7636	ENSMUSG00000022711	Pmm2	16	8455538	8480331	1	protein_coding	216.4621	-0.05668107	0.1066203	0.4648335	0.7458983	NA
7637	ENSMUSG00000022449	Adamts20	15	94168044	94363299	-1	protein_coding	113.0394	0.05809577	0.1526438	0.4649409	0.7459023	NA
7638	ENSMUSG00000042978	Sbk1	7	125848034	125894188	1	protein_coding	364.6505	-0.05554009	0.1027885	0.4652543	0.7463074	NA
7639	ENSMUSG00000041684	Bivm	1	44158117	44183930	1	protein_coding	88.56706	0.06025228	0.13497	0.4656775	0.7463998	NA
7640	ENSMUSG00000063235	Ptpmt1	2	90739060	90748389	-1	protein_coding	313.545	-0.05448729	0.09955542	0.4655761	0.7463998	NA
7641	ENSMUSG00000033436	Armcx2	X	133704894	133709970	-1	protein_coding	37.28839	-0.05379101	0.1653987	0.4653736	0.7463998	NA
7642	ENSMUSG00000008140	Emc10	7	44139361	44145953	-1	protein_coding	546.5857	-0.05383243	0.09761471	0.4656289	0.7463998	NA
7643	ENSMUSG00000066442	Mthfs	9	89092729	89259766	1	protein_coding	19.68305	0.05082917	0.1715089	0.4655601	0.7463998	NA
7644	ENSMUSG00000004187	Kifc2	15	76544058	76552396	1	protein_coding	56.92579	0.05893077	0.1483918	0.4654442	0.7463998	NA
7645	ENSMUSG00000035325	Sec31a	5	100509508	100564093	-1	protein_coding	1050.3	0.04686236	0.08046474	0.4658587	0.7465927	NA
7646	ENSMUSG00000042111	Ccdc115	1	34475751	34478753	-1	protein_coding	212.4292	0.05675873	0.1074921	0.4660113	0.7466906	NA
7647	ENSMUSG00000063785	Utp14a	X	47345739	47371330	1	protein_coding	176.5398	0.05822763	0.1139369	0.4661026	0.7466906	NA
7648	ENSMUSG00000089781	Gm15756	6	90573679	90576930	-1	lncRNA	35.85485	-0.05602671	0.1592872	0.4660825	0.7466906	NA
7649	ENSMUSG00000028675	Pnrc2	4	135598229	135601161	-1	protein_coding	461.6684	0.05383581	0.09788209	0.4663493	0.7468622	NA
7650	ENSMUSG00000032458	Copb2	9	98445774	98470435	1	protein_coding	1268.623	0.04546062	0.0776119	0.4663926	0.7468622	NA
7651	ENSMUSG00000061536	Sec22c	9	121509111	121534556	-1	protein_coding	136.9606	0.05958871	0.1227588	0.4662803	0.7468622	NA
7652	ENSMUSG00000033285	Wdr3	3	100045496	100069723	-1	protein_coding	185.5818	0.05873838	0.1171701	0.4667405	0.7470386	NA
7653	ENSMUSG00000038648	Creb3l2	6	37304190	37419081	-1	protein_coding	294.5319	0.05778829	0.1121679	0.46664	0.7470386	Yes
7654	ENSMUSG00000030127	Cops7a	6	124935376	124942501	-1	protein_coding	1270.386	0.04043675	0.06779681	0.4667467	0.7470386	NA
7655	ENSMUSG00000025010	Ccnj	19	40819723	40837016	1	protein_coding	73.59549	-0.05992435	0.1392991	0.4666039	0.7470386	NA
7656	ENSMUSG00000033596	Rfwd3	8	111997576	112026854	-1	protein_coding	84.01104	0.06005919	0.1361871	0.4668145	0.7470495	NA
7657	ENSMUSG00000039483	Asb6	2	30713109	30720345	-1	protein_coding	137.421	0.05968697	0.1249808	0.4671994	0.7472751	NA
7658	ENSMUSG00000051323	Pcdh19	X	132483609	132589736	-1	protein_coding	60.00108	0.05788138	0.1522431	0.4671659	0.7472751	NA
7659	ENSMUSG00000040464	Gtpbp10	5	5587454	5609538	-1	protein_coding	168.1115	0.0586304	0.1168793	0.467176	0.7472751	NA
7660	ENSMUSG00000042419	Nfkbil1	17	35439151	35454768	-1	protein_coding	59.8315	0.05880856	0.1477325	0.4671642	0.7472751	NA
7661	ENSMUSG00000079435	Rpl36a	X	133486403	133488811	1	protein_coding	913.2685	0.04324735	0.07331299	0.4673574	0.7474301	NA
7662	ENSMUSG00000001741	Il16	7	83292033	83394934	-1	protein_coding	27.95238	-0.05136435	0.1699894	0.4675224	0.7475965	NA
7663	ENSMUSG00000025666	Tmem47	X	80114304	80141478	1	protein_coding	63.64301	-0.05923892	0.1445429	0.467634	0.7476773	NA
7664	ENSMUSG00000000901	Mmp11	10	75759056	75772330	-1	protein_coding	33.08338	0.0512718	0.1700909	0.4678395	0.7479083	NA
7665	ENSMUSG00000008090	Fgfrl1	5	108840248	108854790	1	protein_coding	200.5287	-0.05735038	0.111075	0.4681355	0.7481159	NA
7666	ENSMUSG00000049421	Zfp260	7	29794202	29807047	1	protein_coding	496.0144	0.04897224	0.0857804	0.4682335	0.7481159	Yes
7667	ENSMUSG00000069892	9930111J21Rik2	11	48906701	48942069	-1	protein_coding	21.3218	0.04880292	0.174519	0.4682128	0.7481159	NA
7668	ENSMUSG00000006058	Snf8	11	95925711	95938256	1	protein_coding	267.0143	-0.05685672	0.1090474	0.4682746	0.7481159	NA
7669	ENSMUSG00000018362	Kpna2	11	106879455	106890367	-1	protein_coding	200.2294	0.05694473	0.1093908	0.468237	0.7481159	NA
7670	ENSMUSG00000030433	Sbk2	7	4943511	4967405	-1	protein_coding	805.4145	-0.05680467	0.1557583	0.4683584	0.7481522	NA
7671	ENSMUSG00000027016	Zfp385b	2	77240978	77649983	-1	protein_coding	38.42436	-0.05275888	0.1668198	0.4684343	0.7481759	Yes
7672	ENSMUSG00000079434	Neu2	1	87437611	87525567	1	protein_coding	181.8643	-0.05882911	0.1195686	0.4688463	0.7486387	NA
7673	ENSMUSG00000027513	Pck1	2	172994841	173001066	1	protein_coding	65.84683	0.05383518	0.1641879	0.4688359	0.7486387	NA
7674	ENSMUSG00000098104	Gm6085	1	4758157	4759626	-1	processed_pseudogene	24.1927	-0.04821391	0.1753527	0.4689489	0.7487049	NA
7675	ENSMUSG00000038429	Usp5	6	124791982	124806447	-1	protein_coding	803.6989	0.04591008	0.07915412	0.4691468	0.7488516	NA
7676	ENSMUSG00000030871	Ears2	7	121636436	121666486	-1	protein_coding	125.1114	-0.05953462	0.1264355	0.469163	0.7488516	NA
7677	ENSMUSG00000047921	Trappc9	15	72461469	72933053	-1	protein_coding	623.6083	-0.047589	0.0829131	0.4694826	0.7492642	NA
7678	ENSMUSG00000044501	Zfp758	17	22580434	22596262	1	protein_coding	92.37196	0.05971455	0.1335286	0.4696468	0.7494286	NA
7679	ENSMUSG00000090698	Apold1	6	134958681	134963799	1	protein_coding	67.11842	-0.05119905	0.1697533	0.4697104	0.7494325	NA
7680	ENSMUSG00000046861	Hectd3	4	116852514	116862474	1	protein_coding	320.071	0.05388242	0.09930997	0.4698512	0.7494618	NA
7681	ENSMUSG00000048677	Tpcn2	7	144740261	144837748	-1	protein_coding	30.11534	0.0523075	0.1674084	0.469828	0.7494618	NA
7682	ENSMUSG00000005610	Eif4g2	7	110666957	110682237	-1	protein_coding	10643.95	0.04157809	0.07053127	0.469985	0.7495777	NA
7683	ENSMUSG00000027860	Vangl1	3	102060899	102112009	-1	protein_coding	29.10081	-0.05061592	0.1707927	0.4701348	0.7497191	NA
7684	ENSMUSG00000086350	B230369F24Rik	1	178105162	178146114	-1	lncRNA	21.05803	-0.04921245	0.1733466	0.4703199	0.7497215	NA
7685	ENSMUSG00000029442	Wdr66	5	123390165	123465547	1	protein_coding	21.77583	0.05019341	0.1715668	0.4702654	0.7497215	NA
7686	ENSMUSG00000021823	Vcl	14	20979466	21083744	1	protein_coding	839.3554	0.05125265	0.09199383	0.4702417	0.7497215	NA
7687	ENSMUSG00000006678	Pola1	X	92348373	92675761	-1	protein_coding	20.15845	0.04835028	0.1748022	0.4704918	0.7498073	NA
7688	ENSMUSG00000031974	Abcb10	8	124679198	124709861	-1	protein_coding	287.6584	-0.05331002	0.09781567	0.4704961	0.7498073	NA
7689	ENSMUSG00000040488	Ltbp4	7	27004561	27037117	-1	protein_coding	1052.463	0.05282356	0.09653038	0.470896	0.7499568	NA
7690	ENSMUSG00000033166	Dis3	14	99312642	99337206	-1	protein_coding	212.3065	0.05784682	0.1152229	0.4708301	0.7499568	NA
7691	ENSMUSG00000043311	D17H6S53E	17	35345349	35347831	1	protein_coding	126.561	-0.05887958	0.1220116	0.4708392	0.7499568	NA
7692	ENSMUSG00000024274	Zscan30	18	24097875	24104844	-1	transcribed_unprocessed_pseudogene	20.48779	0.04988924	0.1720099	0.4707917	0.7499568	Yes
7693	ENSMUSG00000033272	Slc35a4	18	36812268	36816914	1	protein_coding	852.3326	-0.04883206	0.08608667	0.4706835	0.7499568	NA
7694	ENSMUSG00000005580	Adcy9	16	4105393	4238362	-1	protein_coding	717.5126	0.05322621	0.09778044	0.471091	0.7501699	NA
7695	ENSMUSG00000008373	Prpf31	7	3632984	3645485	1	protein_coding	273.8359	0.05597019	0.1070114	0.4711794	0.7502082	NA
7696	ENSMUSG00000018906	P4ha2	11	53990921	54022491	1	protein_coding	340.3508	-0.05479581	0.1028075	0.4712375	0.7502082	NA
7697	ENSMUSG00000029684	Wasl	6	24613804	24665008	-1	protein_coding	323.0936	0.05444139	0.101676	0.4713584	0.7502281	NA
7698	ENSMUSG00000032413	Rasa2	9	96421353	96513670	-1	protein_coding	75.8005	0.05940471	0.1366309	0.4713725	0.7502281	NA
7699	ENSMUSG00000020238	Ncln	10	81322083	81332226	-1	protein_coding	556.659	-0.05154291	0.09313735	0.4714391	0.7502366	NA
7700	ENSMUSG00000002007	Srpk3	X	72818011	72822531	1	protein_coding	636.0183	-0.05004546	0.08928539	0.4715671	0.7503428	NA
7701	ENSMUSG00000031864	Ints10	8	69246581	69284319	1	protein_coding	309.3522	-0.05313373	0.09775863	0.4717956	0.7506089	NA
7702	ENSMUSG00000034300	Fam53c	18	34891959	34906813	1	protein_coding	367.6979	0.05167046	0.09363728	0.4719251	0.7507176	NA
7703	ENSMUSG00000026203	Dnajb2	1	75213050	75222336	1	protein_coding	1262.966	-0.04743872	0.08327207	0.4723652	0.7513029	NA
7704	ENSMUSG00000031347	Cetn2	X	71957138	71962017	-1	protein_coding	245.9226	-0.05487201	0.1035741	0.4724157	0.7513029	NA
7705	ENSMUSG00000029306	Ibsp	5	104447037	104459335	1	protein_coding	32.85466	0.01958288	0.2027152	0.4724834	0.7513131	NA
7706	ENSMUSG00000020752	Recql5	11	115783421	115824303	-1	protein_coding	138.2289	0.05864834	0.1221254	0.4726395	0.7513662	NA
7707	ENSMUSG00000025197	Cyp2c23	19	43993461	44017647	-1	protein_coding	19.94222	0.04935237	0.1725681	0.4726334	0.7513662	NA
7708	ENSMUSG00000018401	Mtmr4	11	87482988	87507128	1	protein_coding	216.5206	-0.05655037	0.1102371	0.4728089	0.7515379	NA
7709	ENSMUSG00000109865	Hspa14	2	3489887	3513851	-1	protein_coding	136.8548	0.05834048	0.1209678	0.4738671	0.7518239	NA
7710	ENSMUSG00000050017	Pitpnb	5	111478629	111536225	1	protein_coding	262.8485	0.05581259	0.1078926	0.4741661	0.7518239	NA
7711	ENSMUSG00000063334	Krr1	10	111808569	111824337	1	protein_coding	402.294	0.05003474	0.08995041	0.4739793	0.7518239	NA
7712	ENSMUSG00000005413	Hmox1	8	75820249	75827217	1	protein_coding	100.3515	0.05733161	0.150787	0.4734955	0.7518239	NA
7713	ENSMUSG00000056234	Ncoa4	14	31881822	31901812	1	protein_coding	286.286	0.05530532	0.1057582	0.4738029	0.7518239	NA
7714	ENSMUSG00000089682	Bcl2l2	14	55120834	55125691	1	protein_coding	529.9626	0.04984075	0.0894078	0.4738062	0.7518239	NA
7715	ENSMUSG00000022106	Rcbtb2	14	73360477	73445283	1	protein_coding	218.3592	-0.05599539	0.1086598	0.4742161	0.7518239	NA
7716	ENSMUSG00000032301	Psma4	9	54858074	54865314	1	protein_coding	1141.013	0.04130789	0.07060347	0.4732959	0.7518239	NA
7717	ENSMUSG00000032872	Cyb5r4	9	86904067	86959827	1	protein_coding	541.2131	0.05050477	0.0909647	0.4733121	0.7518239	NA
7718	ENSMUSG00000040350	Trim7	11	48716967	48743036	1	protein_coding	598.3962	-0.04744512	0.08373767	0.4741993	0.7518239	NA
7719	ENSMUSG00000020491	2810021J22Rik	11	58758042	58774114	1	protein_coding	23.33334	-0.04907954	0.1728772	0.4734491	0.7518239	NA
7720	ENSMUSG00000000093	Tbx2	11	85723377	85732774	1	protein_coding	47.53122	0.05639724	0.1545253	0.4737834	0.7518239	Yes
7721	ENSMUSG00000005716	Pvalb	15	78075314	78090600	-1	protein_coding	125196.9	-0.03572564	0.06026542	0.4735645	0.7518239	NA
7722	ENSMUSG00000071713	Csf2rb	15	78209952	78238047	1	protein_coding	27.32607	0.05040886	0.1704547	0.4730978	0.7518239	NA
7723	ENSMUSG00000036552	Ermard	17	15261470	15310306	1	protein_coding	56.77346	0.05742349	0.149999	0.4740242	0.7518239	NA
7724	ENSMUSG00000025736	Jmjd8	17	26047841	26050817	1	protein_coding	66.43219	-0.05842964	0.1437491	0.4741677	0.7518239	NA
7725	ENSMUSG00000006456	Rbm14	19	4850597	4861662	-1	protein_coding	63.99625	0.05806378	0.1465938	0.4738795	0.7518239	NA
7726	ENSMUSG00000024787	Snx15	19	6169429	6178334	-1	protein_coding	104.8982	-0.05904499	0.1295147	0.4739694	0.7518239	NA
7727	ENSMUSG00000046139	Patl1	19	11889763	11922455	1	protein_coding	432.2549	-0.05070937	0.09162639	0.4737343	0.7518239	NA
7728	ENSMUSG00000067242	Lgi1	19	38252984	38300662	1	protein_coding	21.40659	-0.04738805	0.1758201	0.4733259	0.7518239	NA
7729	ENSMUSG00000042520	Ubap2l	3	89907447	89959935	-1	protein_coding	994.219	0.04226301	0.07274221	0.4746407	0.7520106	NA
7730	ENSMUSG00000046862	Pramel12	4	143138996	143147661	1	protein_coding	113.5402	-0.05903239	0.1324805	0.4745502	0.7520106	NA
7731	ENSMUSG00000029598	Plbd2	5	120621347	120641690	-1	protein_coding	456.6069	0.05637288	0.1103712	0.4744153	0.7520106	NA
7732	ENSMUSG00000022559	Fbxl6	15	76419921	76422946	-1	protein_coding	84.95688	0.05899305	0.1354267	0.4746202	0.7520106	NA
7733	ENSMUSG00000022969	Il10rb	16	91203052	91222722	1	protein_coding	42.39565	-0.05521306	0.1582179	0.4746166	0.7520106	NA
7734	ENSMUSG00000024273	2700062C07Rik	18	24603907	24610855	1	protein_coding	31.05296	0.05281182	0.1647165	0.4749103	0.7523404	NA
7735	ENSMUSG00000040548	Tex2	11	106392973	106504249	-1	protein_coding	1386.495	0.04145789	0.0712333	0.4751334	0.7525542	NA
7736	ENSMUSG00000021250	Fos	12	85520664	85524047	1	protein_coding	152.8163	-0.04100741	0.1845948	0.4751681	0.7525542	Yes
7737	ENSMUSG00000103693	Gm37529	1	160149256	160154648	-1	lncRNA	1538.457	0.04097424	0.1846058	0.4753864	0.7527336	NA
7738	ENSMUSG00000039130	Zc3hc1	6	30366379	30391027	-1	protein_coding	183.8437	-0.0565772	0.1119127	0.4754609	0.7527336	NA
7739	ENSMUSG00000078965	Gm12033	11	20285012	20286013	-1	processed_pseudogene	39.71013	-0.05570788	0.1561638	0.4755271	0.7527336	NA
7740	ENSMUSG00000046070	Igfals	17	25084971	25100984	1	protein_coding	61.47955	-0.05775904	0.1470863	0.4754975	0.7527336	NA
7741	ENSMUSG00000026193	Fn1	1	71624679	71692359	-1	protein_coding	987.0115	-0.05309673	0.09904362	0.4755928	0.7527403	NA
7742	ENSMUSG00000026956	Uap1l1	2	25249901	25255694	-1	protein_coding	65.02407	0.05707278	0.1504472	0.4758951	0.7530243	NA
7743	ENSMUSG00000117222	Gm49906	17	50646280	50705503	1	lncRNA	24.3166	-0.04883028	0.172779	0.4758608	0.7530243	NA
7744	ENSMUSG00000026775	Yme1l1	2	23046381	23089272	1	protein_coding	1054.566	0.0476431	0.08489034	0.4769447	0.7531182	NA
7745	ENSMUSG00000033294	Noc4l	5	110796284	110801283	-1	protein_coding	181.7261	0.05663248	0.1132278	0.4771224	0.7531182	NA
7746	ENSMUSG00000030120	Mlf2	6	124908349	124914201	1	protein_coding	2409.938	0.03813938	0.06514298	0.4767379	0.7531182	NA
7747	ENSMUSG00000043366	Or51e2	7	102387718	102408678	-1	protein_coding	20.06679	0.04755729	0.1748555	0.4766283	0.7531182	NA
7748	ENSMUSG00000050147	F2rl3	8	73488508	73490502	1	protein_coding	22.39886	0.04885162	0.1726421	0.4762871	0.7531182	NA
7749	ENSMUSG00000025280	Polr3a	14	24498764	24537126	-1	protein_coding	150.228	0.05756309	0.117986	0.4765038	0.7531182	NA
7750	ENSMUSG00000022018	Rgcc	14	79526196	79539085	-1	protein_coding	1106.242	0.05601914	0.1098658	0.4762546	0.7531182	NA
7751	ENSMUSG00000083061	Gm12191	11	49569537	49569884	-1	processed_pseudogene	21.89213	-0.04782041	0.1743193	0.47702	0.7531182	NA
7752	ENSMUSG00000044807	Zfp354c	11	50701913	50718551	-1	protein_coding	57.76697	0.05685302	0.1507869	0.4769705	0.7531182	Yes
7753	ENSMUSG00000021639	Gtf2h2	13	100596726	100629087	-1	protein_coding	205.7366	-0.05707096	0.1152552	0.476735	0.7531182	NA
7754	ENSMUSG00000052609	Plekhg3	12	76577665	76627262	1	protein_coding	106.8409	0.05862534	0.1364271	0.4770388	0.7531182	NA
7755	ENSMUSG00000061731	Ext1	15	52927434	53209555	-1	protein_coding	131.19	-0.05849207	0.1267919	0.4769429	0.7531182	NA
7756	ENSMUSG00000023050	Map3k12	15	102406081	102425499	-1	protein_coding	38.17906	0.05490355	0.1581687	0.477022	0.7531182	NA
7757	ENSMUSG00000022664	Slc35a5	16	44959936	44979069	-1	protein_coding	56.92906	0.05751876	0.1475754	0.476636	0.7531182	NA
7758	ENSMUSG00000080717	B230307C23Rik	16	97798515	97833001	1	protein_coding	35.84748	0.05482212	0.1583999	0.4770846	0.7531182	NA
7759	ENSMUSG00000062101	Zfp119b	17	56245381	56256500	-1	protein_coding	42.1798	0.05545624	0.1564192	0.4768384	0.7531182	NA
7760	ENSMUSG00000024846	Cst6	19	5394733	5399602	-1	protein_coding	171.5741	-0.05734028	0.1164704	0.4763179	0.7531182	NA
7761	ENSMUSG00000024665	Fads2	19	10040129	10079110	-1	protein_coding	30.8539	0.0522031	0.1655271	0.4769621	0.7531182	NA
7762	ENSMUSG00000063897	ENSMUSG00000063897	NA	NA	NA	NA	NA	136.9262	-0.05819816	0.1234191	0.477003	0.7531182	NA
